ID	P1Q1	P1Q2	P1Q3	P1Q4	P1Q5	P1Q6	P1Q7	P1Q8	P1Q9	P2Q1	P2Q2	P2Q3	P2Q4	P2Q5	P2Q6	P2Q7	P2Q8	P2Q9	P2Q10	P3Q1	P3Q2	P3Q3	P3Q4	P3Q5	P3Q6	P3Q7	P3Q8	P3Q9	P3Q10	P4Q1	P4Q2	P4Q3	P4Q4	P4Q5	P4Q6	P4Q7	P4Q8	P4Q9	P4Q10
414	"5
3"	D	"A, B, C"	b myprogram.cpp:56	"h
l
o"	B	D	"A, B, D"	"A, B, C, D, E, F"	44	51	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	3	4	9	4	5	B	B	"C, D"
415	"5
3
"	"D, E"	"A, B, C"	b 56	"h
l
o
"	D	E	"B, C, D"	"A, B, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	"C, D"	4	4	10	2	12	B	C	"C, E"
416	"5
3
"	"D, E"	"A, B, C"	b 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, F"	43	49	2	"A, C, D"	"B, C, D"	"E, C, L, B, F, A, G"	C	A	2	B	"C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7		"A, C"						B	C	"A, C, D, E"
417	"5
3
"	"D, E"	"A, B, C"	b 56	"h
l
o"	E	E	"C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	C	"26, 21, 34, 24, 28, 54"		"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	5	B	C	"C, E"
418	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	51	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	3	13	4	4	A	C	
419	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, F, B, G, A, L"	C	A	2	B	"A, C, D"	3	"18, 13, 26, 12, 15, 5"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"26, 21, 34, 28, 54, 30"	"A, B, C, D"	6	"MAD
MID
MIDTERM
MINT
MIND"	D	4	4	7	4	3	B	C	"C, E"
420	"5
5"	"D, E"	"A, B, C"	b 56	"h
l
o"	E	E	"A, B, D"	"A, C, E, F"	44	50	2	"A, C, D"	"C, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C"	3	"13, 12, 18, 5, 15, 26"	3	4	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	4	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	25	4	4	B	C	"C, E"
421	"5
3"	E	"A, B, C"	break 56	"h
l
o"	"B, C"	E	"C, D"	"A, B, C, E, F"	44	51	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"30, 26, 34, 21, 28, 54"	F	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	5	B	C	"C, E"
422	"5
3"	C	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"A, B, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	24	24		B	C	"D, E"
423	"5
3
"	D	"A, B, C"	"break myprogram.cpp:56
"	"h
l
o
"	B	E	"B, C, D"	"B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	3	A	"A, C"	3	"13, 12, 18, 5, 15, 26"	2	2	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	8	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	8	B	C	"C, E"
424	"5
3
"	"D, E"	D	break 56	"h
l
o
"	B	E	"B, C, D"	"A, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	MAD MID MIDTERM MIND MINT	"B, D"	4	4	4	3	4	B	C	"C, D, E"
425	"5
3"	A	A	break myprogram.cpp:55	"h
l
o"	"A, B"	D	"B, D"	"A, B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, B, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	C	"26, 21, 34, 24, 28, 54"	"21, 26, 34, 30, 28, 54"	"C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	4	4	4	B	C	"C, E"
426	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp: 56	"h
l
o"	B	E	"B, C, D"	"A, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 24, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	"B, C, D"	4	4	9	5	7	B	B	"A, D, E"
427	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	51	2	"A, C, D"	"B, D"	"E, C, B, F, L, A, G"	C	A	2	C	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7		A	2	3				A	A	"B, C, D"
428	"5
3
"	D	"A, B, C"	break 56	"h
l
o
"	B	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"24, 26, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	B	4	3						
429	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, D, F"	44	50	2	"A, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 26, 5, 15, 18"	2	1	A	"26, 24, 34, 21, 28, 54"	"26, 28, 34, 21, 30, 54"	F	15	"MAD
MID
MIDTERM
MIND
MINT"	B	3	4	10	4	6	B	C	"B, C, D, E"
430	"5
3
"	D	"A, B, C"	b 56	"h
l
o
"	"B, C"	E	"B, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2		"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	C	"C, E"
431	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"A, B, C"	E	"B, C, D"	"A, B, C, F"	44	98	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	D	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	C	"26, 21, 34, 24, 28, 54"	"26, 21, 34, 30, 28, 54"	"A, B, C, D"	6	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	5	B	E	"C, E"
432	"5
3"	E	"A, C"	break myprogram.cpp:56	"h
l
o"	"B, D"	E	"B, C, D"	"A, B, C, F"	44	24	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	2	"A, D"	"26, 21, 34, 24, 28, 54"	"26, 21, 34, 28, 54, 30"	"A, B, E"	8	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	8	B	C	"A, C"
433	"5
3"	D	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"B, C, D"	"B, C, D, E, F"	10	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C, D"	"26, 24, 34, 21, 28, 54"	"30, 26, 34, 21, 28, 54"		9	"MAD
MID
MIDTERM
MINT
MIND"	B	4	4	10	4	4	B	C	"C, E"
434	"5
3"	D	"A, B, C"	b 56	"h
l
o"	"A, B, C"	E	"B, C, D"	"A, B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	B	2	D	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	3	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	4	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	9	4	4	A	A	F
435	"5
3"	"A, B, C"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, D"		"B, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	3	"A, B, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT
"	E	4				4	B	C	
436	"5
3"	D	"A, B, C"	break myprogram.cpp: 56	"h
l
o"	C	E	"B, C, D"	"A, B, C, E"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	B	3	4	9			B		
437	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	4	B	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	"B, D"	4	4	10	4	4	B	B	"A, C, E"
438	"5
3
"	"D, E"	"A, B, C"	break 56	"h
l
o
"	B	E	"C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"		4	4	10	4	3	B	C	"C, D"
439	"2
5"	D	"A, B, C"	b 56 myprogram.cpp	"h
l
!"	B	D	"B, C, D"	"A, B, C, D, E, F"	44	20	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	3	B	C	C
440	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 24, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	4	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	7	B	C	"A, C, E"
441	"5
3
"	"D, E"	"A, B, C"	b 56	"h
l
o
"	B	E	"B, D"	"A, B, C, F"	44	49	1	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"34, 24, 54, 21, 26, 28"				"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	3	3	B	C	"A, B, C, D, E"
442	"5
3
"	D	"A, B, C"	b 56	"h
l
o
"	B	E	"B, C, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	4	"MAD
MID
MIDTERM
MINT
MIND"	"B, D"	4	4	10	4	4	B	C	"A, B, C, E"
443	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"A, C"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	5	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	C	"C, E"
444	"5
3
"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"B, C, D"	"A, B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"mad
mid
midterm
mind
mint"	"A, B"	4	4	7	4		B	F	
445	"5
3"		"A, B, C"	b 56	"h
l
o"		E	"B, C, D"	"A, B, C, E, F"	44	49	2		"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, B, D"	"26, 24, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	E	3	3	2	4	3	F	C	"D, E"
446	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"C, D"	3	"13, 12, 15, 5, 18, 26"	2	1	"A, C"	"21, 24, 26, 28, 34, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	4	B	C	"C, E"
447	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	E	E	"A, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 24, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	6	B	C	E
448	"5
3"	"A, D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C"	"B, C, D, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	4	B	C	"C, E"
449	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"C, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"C, D"	1	"13, 12, 18, 5, 15, 26"	2	1	"A, B, C"	"26, 24, 34, 21, 28, 54"	"21, 28, 26, 34, 30, 54"	"A, B"	6	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	G	"C, E"
450	"5
3"	"D, E"	"A, B, C"	b myprogram.cpp:15	"h
l
o"	B	D	"A, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, B, C"	3	"13, 12, 18, 5, 15, 26"	2	1	C	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	7	"MAD
MID
MIDTERM
MIND
MINT
"	B	4	4	25	4	24	B	E	"A, C, E"
451	"5
3"	A	"A, B, C"	b 56	"h
l
o"	B	E	"B, C, D"	"A, C, F"	45	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	B	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	"B, D"	4	4	10	4	4	B	C	"A, B, C, D, E"
452	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, F"	45	49	2	"A, C, D"	"B, D, E"	"E, C, L, B, F, A, G"	C	A	2	"A, B, C, D"	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	4	"MAD
MID
MIDTERM
MIND
MINT"	E	4	4	10	4	6	B	C	"C, E"
453	"5
3"	A	D	break 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 24, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIND
MINT
MIDTERM"	B	4	3	9	3	16	F	B	C
454	"5
3"	D	"A, B, C"	break myprogram.cpp: 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	5	B		
455	"5
3"	D	"A, B, C"	b myprogram.cpp:56	hlo	B	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT
"	B	4	4	9	3	4	A	E	"C, E"
456	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	E	E	"A, B, D"	"A, B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	13	4	5	E	D	F
457	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	48	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, C, D"	4	4	10	4	4	B	C	"C, E"
458	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	B	D	"B, C, D"	"A, B, C, D, E, F"	44	50	2	"A, C, D"	B	"E, C, L, B, F, A, G"	C	A	2	B	"B, C, D"	2	"13, 12, 18, 5, 15, 26"	1	1	C	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	C	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	C	"A, B, C, E"
459	"5
3"	D	"A, B, C"	break 56	"h
l
o"	B	E	"B, D"	"A, C, F"	44	49	2	"A, D"	"B, D"	"E, C, G, B, F, L, A"	C	C	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	"B, D"	4	4	10	4	4	B	C	"A, C, E"
460	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	B	E	"B, C, D"	"B, C, E, F"	44	50	2	"A, B, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 15, 5, 18, 26"	2	1	A		"34, 30, 54, 26, 28, 21"	"A, B, C, D"	7	"mad
mid
midterm
mind
mint"	B	4	4	10	4	10	B	C	"C, E"
461	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	E	E	"B, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	D	"26, 21, 34, 24, 28, 54"		"A, B, C, D"	7										
462	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	B	D	"B, C, D"	"A, B, C, F"	44	50	2	"A, B, C, D"	"B, D"	"E, C, L, B, F, A, G"	B	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"C, E"	7										
463	"5
3"	D	A	gdb break 56	"h
l
o"	"A, B, C"	E	"B, D"		1		2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 24, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	7										
464	"5
3"	D	D	break myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, D, E"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	D	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7										
465	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	E	D	"A, C, D"	"B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 15, 5, 18, 26"	2	1	"A, C"	"34, 21, 54, 24, 26, 28"		"A, B, C, D"	7										
466	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"A, B, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B																				
467	"5
3"	D	"A, B, C"	break 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, D, E, F"	44	50	2	"A, C, D"	"B, C, D"	"E, C, L, B, F, A, G"	C	A	2	A																				
